78;丁义;18837640132;23.82;
79;金美澄;18860476814;14.23;
80;鞠思成;18808873178;80.21;
81;李思雨;18870313423;52.07;
82;刘园园;18823855623;85.11;
83;卢海涛;18800678138;88.53;
84;彭号阳;18884200168;87.11;
85;沈明华;18817785686;100.35;
86;谭宏宇;18833438010;14.80;
87;王俊杰;18884370405;59.88;
88;王晓敏;18883336874;46.50;
89;杨玫;18882871171;45.17;
90;袁国育;18878507126;17.30;
91;赵震;18884826675;80.00;
92;周璇;18826207862;44.35;
93;郭昱程;18850712405;57.06;
94;李鹏;18811867028;57.40;
95;林知远;18830537866;19.25;
96;柳娜;18812588821;66.05;
97;晏旭秀;18888581608;23.28;
98;常雨濛;18878242231;58.24;
99;陈修文;18886643537;12.31;
100;李睿;18865282714;44.30;
101;吕婧雯;18817728300;58.15;
102;吕文杰;18848510711;74.61;
103;宋子豪;18846622020;51.25;
104;孙晨;18825480013;96.75;
105;唐诗;18866671367;26.73;
106;袁伟晨;18862638085;95.66;
107;张祯祯;18866006432;2.64;
108;陈月;18822315612;84.63;
109;傅子健;18808475665;86.85;
110;黄裕;18813037526;86.32;
111;姜玥如;18834306041;32.33;
112;赖君超;18854326048;51.05;
113;刘婷;18822745805;72.37;
114;刘宇轩;18807841544;48.63;
115;马丹洋;18845581547;22.67;
116;尚合冠;18800375150;14.21;
117;沈倩倩;18860140406;85.25;
118;汤淇皓;18814560775;96.02;
119;汤容;18808128432;73.60;
120;王洁;18848877246;13.07;
121;王康曼;18843786152;61.17;
122;王丽丽;18804551147;43.80;
123;王彤;18827640467;74.22;
124;魏可可;18820663334;78.38;
125;吴伊雯;18822045672;12.41;
126;徐迪;18828040873;87.53;
127;薛永康;18877841038;55.15;
128;叶晨莺;18823664100;50.62;
129;殷浩然;18853048128;2.18;
130;赵雪;18867763515;46.58;
131;林丽;18834202751;51.57;
132;刘曦言;18858218181;36.23;
133;马珺茹;18821657584;50.71;
134;潘晓钦;18856247464;52.73;
135;孙菁;18805785144;14.62;
136;杨妮超;18854208847;100.27;
137;张书芝;18816880371;62.70;
138;冯冉;18824310175;6.40;
139;郭馨冉;18865650607;59.75;
140;贾丹丹;18846257531;98.15;
141;刘艺;18804284487;12.04;
142;陶梦婷;18846154134;60.07;
143;王杰领;18887706221;68.57;
144;王榕;18862571571;36.47;
145;王谢萍;18824667671;5.11;
146;吴春晓;18880548615;8.18;
147;吴晓倩;18833771870;77.05;
148;吴言言;18877122207;30.31;
149;谢颖;18863785055;19.23;
150;玄冬冬;18860788028;3.20;
151;荀乃祺;18878286881;61.60;
152;赵晓萌;18856234831;43.70;
153;周诚晨;18823027806;5.30;
154;曹蕊;18824321643;20.23;
155;董沁烨;18852356854;71.15;
156;黄热古;18882188660;33.30;
157;句国栋;18870521615;16.58;
158;李普娟;18846527168;20.02;
159;廉子玉;18878486706;90.38;
160;廖多灵;18873723008;53.06;
161;潘雨;18857652234;39.60;
162;秦彧;18880683081;95.81;
163;曲媛媛;18874166570;4.44;
164;唐佳奇;18833628167;1.66;
165;唐银芳;18852000253;94.80;
166;田鸽;18830167430;57.72;
167;向宏志;18867866273;3.18;
168;徐鹏;18837026056;9.84;
169;徐晓婕;18868855440;72.61;
170;杨丽娟;18830088087;69.75;
171;杨医铭;18886468550;94.78;
172;张恒宇;18852841424;3.22;
173;张伊铭;18870834166;100.03;
174;张羽丰;18844801443;20.11;
175;郑小敏;18843671446;16.18;
176;周晓颖;18851545786;79.62;
177;金海萍;18870436716;28.38;
178;韩竺君;18832851464;38.84;
179;钱秦;18876854126;13.52;
180;王雅璇;18887511004;52.11;
181;张亦然;18871714228;59.56;
182;邹思媛;18854256160;44.52;
183;陈海;18803240785;80.53;
184;陈杰杰;18883461360;37.22;
185;程雯;18805688562;82.20;
186;储焰峰;18866751081;44.83;
187;崔钧炟;18812085372;41.18;
188;邓惠雯;18827204684;58.02;
189;杜涵蕾;18817634175;61.41;
190;冯雨桑;18877545161;59.70;
191;葛文婷;18881005282;73.88;
192;顾怡文;18808067047;53.58;
193;韩诗文;18812765545;19.05;
194;郝秀珍;18850746775;71.65;
195;江祥雪;18866580388;7.77;
196;蒋冠祯;18837412054;65.84;
197;蒋蕊瑶;18828454417;65.80;
198;李富云;18871686233;51.11;
199;李泓萱;18820822884;32.71;
200;李菁;18856450083;99.81;
201;李明侠;18877517863;66.82;
202;李娜;18816521331;45.22;
203;李婷婷;18825667784;84.48;
204;李瑶;18866375337;32.81;
205;刘佳佳;18864856114;20.04;
206;刘昆;18873813607;31.10;
207;陆劭;18800720816;37.34;
208;马丽珠;18874486435;39.65;
209;彭李汀;18842423037;58.03;
210;任玉娇;18831252857;91.42;
211;申屠群飞;18882275884;23.86;
212;舒美平;18857648535;4.25;
213;苏振榕;18852621877;30.33;
214;孙诺初姆;18867663546;68.61;
215;覃露;18817168088;90.36;
216;王金水;18825883172;58.08;
217;王儒雅;18868472237;31.04;
218;王晓云;18857825221;84.45;
219;卫小怡;18802774322;32.85;
220;吴佳倩;18865511385;80.13;
221;谢明琼;18813201634;93.83;
222;徐少卿;18875117312;55.65;
223;薛腊;18814250085;87.64;
224;闫霞;18866620854;70.30;
225;杨璇家;18878450488;26.77;
226;张钒;18845440025;97.08;
227;张继;18872863688;52.56;
228;张金逍;18875626615;81.53;
229;张娜;18828341855;87.04;
230;张秋女;18842625188;94.18;
231;张馨文;18846866447;60.13;
232;张玉婷;18853675266;80.60;
233;张忠昶;18847071823;60.18;
234;赵南南;18841388678;40.27;
235;郑珊珊;18874418520;78.72;
236;周晴;18826841486;62.78;
237;陈煜;18872165032;1.18;
238;李佳佳;18861407880;45.28;
239;李亚新;18833135107;20.66;
240;刘子强;18884515720;20.15;
241;吴仲达;18863570483;95.50;
242;范丫;18828281025;41.77;
243;高柳萍;18843401586;15.66;
244;刘茜茜;18847217622;41.77;
245;罗帏;18812523328;28.51;
246;宋锦涛;18872221084;56.08;
247;吴桐;18888555687;61.67;
248;伍思骐;18827305837;56.47;
249;蔡继远;18810638013;7.34;
250;杜谦;18882327811;5.70;
251;葛蓉;18808241120;90.65;
252;洪诗韵;18827878820;18.88;
253;胡旭辉;18880216737;50.12;
254;李祯;18804478377;68.07;
255;庞颖颖;18878051035;84.47;
256;荣世雯;18862776355;59.71;
257;沈菲;18860080812;44.30;
258;史宇娇;18830003120;64.33;
259;覃怡;18827078005;44.25;
260;王敏;18800786153;18.05;
261;王心蕊;18868081868;9.31;
262;王子衿;18830652581;87.46;
263;韦柠宸;18845347532;51.16;
264;魏丽璇;18865632267;75.41;
265;吴文晓;18863701334;22.11;
266;肖烨;18870638104;90.02;
267;谢菲菲;18864531236;78.01;
268;徐恺宏;18815258862;86.44;
269;许婷婷;18837631634;35.31;
270;杨佳秀;18870834104;32.10;
271;杨璐荧;18878643640;90.65;
272;叶敏;18884480272;36.31;
273;叶子莎;18851521280;91.26;
274;袁玥;18807505587;50.50;
275;张春燕;18835816007;29.62;
276;张婧;18863003752;2.50;
277;张雅娟;18828828422;53.83;
278;张易;18840126057;22.36;
279;赵瑜;18886144243;2.25;
280;钟心怡;18885517753;5.42;
281;周沫含;18841646303;78.48;
282;周蓉;18874408064;17.60;
283;班楚婕;18814204356;99.84;
284;贺慧婷;18837068677;11.81;
285;姜雪;18845323454;30.25;
286;陆蓉蓉;18847606788;65.47;
287;陆月;18883280045;40.05;
288;马茜;18801073144;40.60;
289;乔柯;18811532444;90.01;
290;任毅;18821417357;57.16;
291;相家玉;18875486210;67.71;
292;宗志强;18872027882;78.16;
293;高翔;18845741716;1.33;
294;谈沁怡;18804220301;44.76;
295;王丽彬;18816557645;69.15;
296;张晨阳;18864782274;25.75;
297;陈璐;18863880201;26.31;
298;戴佳文;18858311328;73.67;
299;胡曦文;18838104772;44.77;
300;李子萌;18817152733;4.68;
301;尹瑀;18873052250;98.54;
302;赵川莹;18867778245;30.75;
303;朱诗哲;18888383475;24.16;
304;陈天澍;18868230174;97.33;
305;付阿敏;18884280383;40.52;
306;巩忠杰;18817320276;67.43;
307;黄笑野;18826636355;72.82;
308;王琦;18835461321;84.38;
309;王修齐;18801234531;72.46;
310;王元;18866183152;55.53;
311;王子彧;18820433376;11.00;
312;肖鸿晶;18863602740;70.42;
313;丁品文;18887013523;47.76;
314;费悦;18826037054;50.60;
315;顾培新;18866202776;56.05;
316;胡锦豪;18853742061;80.27;
317;季静云;18804036005;79.43;
318;靳晓岳;18804406746;28.83;
319;孔玲玲;18820235025;43.24;
320;梁爽;18847351232;40.00;
321;林诗丛;18884465277;65.84;
322;林婉婷;18803225473;16.68;
323;刘新月;18852442668;92.31;
324;刘哲羽;18888445247;32.82;
325;倪俐;18853723033;71.01;
326;齐欣然;18803871305;92.06;
327;任轲;18871672373;94.14;
328;覃宇恒;18861223731;19.88;
329;吴文浩;18843610654;41.85;
330;吴文亮;18847255624;47.85;
331;许彧澜;18850214060;32.71;
332;杨安群;18856234314;51.14;
333;张萌;18875703564;9.35;
334;张浅吟;18805067175;28.36;
335;张巧;18888447506;100.00;
336;郑超逸;18847205153;18.07;
337;陈少筠;18827378872;100.85;
338;葛悦;18846604746;42.08;
339;胡志远;18836454225;85.37;
340;江乐;18863253478;49.68;
341;姜阔;18861004507;99.38;
342;姜小琪;18818780726;72.31;
343;蒋惠琼;18826327306;58.76;
344;金鑫;18806757275;2.33;
345;李昌俊;18873782287;5.24;
346;李鑫;18807850465;57.02;
347;刘雅歆;18804617136;61.08;
348;罗紫轩;18846165854;6.50;
349;邵珺;18861377862;7.67;
350;宋巧凤;18883746481;100.46;
351;孙施;18815235156;6.84;
352;唐越;18857800430;73.54;
353;涂斌;18840415138;43.41;
354;王桃桃;18837308135;12.43;
355;闻笑慧;18874106467;1.25;
356;徐辅芹;18886751141;86.81;
357;徐晶莹;18886452388;15.18;
358;杨君尧;18823261452;87.82;
359;袁元;18884370887;63.28;
360;张怡萱;18801057532;49.25;
361;张云舒;18854225750;47.32;
362;代佳斯;18823226241;13.37;
363;黄嘉佳;18864076276;43.02;
364;黄雨晨;18873551307;35.37;
365;李莉莉;18836846211;3.08;
366;廉云平;18858568444;65.43;
367;刘婉莹;18820636126;71.24;
368;宋宛真;18853226082;57.27;
369;王知逊;18877648067;30.58;
370;张馨娟;18830786508;70.86;
371;朱钰洁;18857730057;27.58;
372;江之源;18852116570;44.78;
373;刘樽;18841262773;2.43;
374;王泉琳;18855838167;9.20;
375;王蓁;18870522361;89.01;
376;韦漪;18886584455;53.12;
377;徐春晖;18816580134;100.13;
378;张承瑶;18876057456;32.05;
379;朱灿;18835150183;39.30;
380;朱超亚;18888548436;43.53;
381;曹琰;18857868478;27.70;
382;陈晓沛;18852880875;48.42;
383;董懿德;18831024721;98.40;
384;樊露;18830744140;29.37;
385;龚琰;18875221860;65.20;
386;贺萌萌;18888832125;59.60;
387;贺思齐;18856054764;35.87;
388;洪吉;18866617123;67.67;
389;回根;18853347582;85.75;
390;林静;18818805825;67.25;
391;刘晓潼;18811865328;33.70;
392;马鑫;18802410576;87.26;
393;潘骁杨;18864836632;64.12;
394;邵婷;18844248102;1.53;
395;孙宇佳;18881864765;9.42;
396;唐明浩;18873533445;11.52;
397;田园;18867452257;37.80;
398;王春雨;18823627760;57.64;
399;王文丛;18853285474;62.42;
400;王心怡;18842218551;74.24;
401;王馨悦;18870875644;67.20;
402;徐嘉;18800167471;64.66;
403;薛姗;18808710632;91.44;
404;杨树恒;18858732404;55.03;
405;易妹丽;18858300751;43.08;
406;张加弟;18820822836;23.47;
407;张骄阳;18815123723;49.16;
408;张馨语;18830807071;19.46;
409;赵冰柔;18845207737;42.02;
410;赵清雅;18845866008;69.50;
411;支源;18872768488;82.66;
412;周安若;18827206843;46.55;
413;周文;18888821214;19.21;
414;朱晶晶;18810261826;53.54;
415;曹雅婷;18854005241;3.02;
416;代嘉璐;18852750527;9.04;
417;代芹;18874058281;81.62;
418;董扬丹;18842332416;39.61;
419;董一雯;18882563123;73.45;
420;海地丽亚·太来提;18820200268;41.20;
421;胡力为;18843274718;87.28;
422;黄澄非;18878380176;19.81;
423;金秋慧;18866620614;81.13;
424;李美惠;18811176410;93.10;
425;李婷;18811050406;19.08;
426;廖雪;18812874014;83.64;
427;刘浩;18883074518;3.13;
428;刘小萌;18835712363;74.02;
429;刘蕴奇;18801280427;12.14;
430;陆一辰;18815734364;54.88;
431;罗艺腾;18870035705;91.02;
432;牛慧;18801868407;17.35;
433;钱敏;18840088338;8.42;
434;冉鑫;18840468685;43.40;
435;沈士雄;18830143233;43.47;
436;孙琪;18858412005;87.44;
437;王梦婷;18848653764;29.41;
438;王慕雨;18848317111;31.35;
439;邬茹茹;18816450218;44.48;
440;吴菲菲;18866744238;6.05;
441;吴明丽;18868462640;23.48;
442;夏小博;18810825788;28.27;
443;俞越;18822220680;23.43;
444;袁艺舒;18802211422;30.73;
445;张佳宸;18837361031;19.52;
446;张静;18840310660;28.80;
447;张爽;18811602464;11.67;
448;周辰阳;18801377521;62.21;
449;周颖;18818330335;95.86;
450;周友敏;18883482072;63.05;
451;陈晓蕾;18844382620;32.74;
452;董雨萌;18858073888;48.05;
453;李诗亚;18887371745;3.84;
454;王芮;18804215055;80.33;
455;王越璠;18816632664;8.41;
456;余小芳;18836726845;44.22;
457;章磊;18802011200;31.05;
458;蔡德馨;18846016723;11.23;
459;陈茗钰;18878873851;64.05;
460;黄婷;18838585781;82.87;
461;金正麒;18847424557;31.45;
462;李一鸣;18817888054;18.54;
463;刘一戈;18847127505;20.18;
464;唐璐华;18881306536;33.36;
465;许翡玎;18850664122;38.81;
466;于文璟;18883221238;54.16;
467;张苏婉;18876358530;81.85;
468;鲍宪楠;18816175046;58.06;
469;曹宁远;18833621637;99.51;
470;陈雅丹;18884786681;67.87;
471;陈玥君;18888311461;14.02;
472;孙联莲;18813225125;23.05;
473;徐玉洁;18826750715;65.26;
474;征程;18811407361;44.04;
475;敖爽;18818061051;24.05;
476;付蕾;18815346136;56.67;
477;韩亦男;18811233785;39.78;
478;梁修祯;18844287382;57.85;
479;童志扬;18831768057;23.01;
480;朱江;18808716847;67.43;
481;陈拓;18852226437;53.64;
482;张晚茹;18853686230;51.05;
483;周嘉琪;18814661714;91.14;
484;金雪;18888584384;70.36;
485;李华诗;18870717343;34.68;
486;刘冰洁;18885307220;54.17;
487;刘颖;18843083523;93.55;
488;詹璐;18873261834;85.87;
489;郑姬婧;18831780807;23.21;
490;钟敏;18818452851;79.18;
491;周玉莲;18802770482;59.85;
492;丁可;18883856372;99.56;
493;刘争妍;18854850824;71.18;
494;张绍薇;18884474635;21.02;
495;柏雪;18846772076;22.46;
496;陈容宽;18852172188;6.58;
497;冯颖;18877820160;64.30;
498;葛飞云;18830486661;14.52;
499;郝丽婵;18836073858;28.03;
500;洪丽娜;18814652008;33.25;
501;胡文琴;18847131442;35.16;
502;贾梦娴;18860046543;68.74;
503;金旎;18863178407;36.58;
504;李茹;18877280588;98.12;
505;刘钰;18803827042;1.54;
506;刘玥;18847518633;41.35;
507;柳晓萍;18832632632;2.53;
508;吕清玉;18838376185;34.42;
509;马成艺;18832085305;100.18;
510;马婷;18804453711;60.83;
511;齐姗;18814451127;86.11;
512;任夏璇;18872076146;27.56;
513;邵琳琳;18888065887;45.61;
514;沈家豪;18810308882;36.53;
515;沈隽蕾;18835654732;43.08;
516;史可;18823147328;17.27;
517;孙羽;18877053400;72.40;
518;覃清方;18851572100;62.28;
519;陶莹;18811536064;50.50;
520;田振叶;18834705252;14.31;
521;王佳薇;18828056657;58.40;
522;王俊彦;18870640433;9.61;
523;王晓璘;18813200460;64.01;
524;王雪;18873553823;65.63;
525;向琳;18873747780;89.64;
526;杨烨斐;18842865435;77.04;
527;游顺子;18861678671;85.06;
528;余祥生;18867221114;13.28;
529;喻鑫;18824560608;89.88;
530;张晨曦;18837565252;81.41;
531;张丹丹;18884883321;42.05;
532;张瑜欣;18830670057;70.66;
533;赵芳;18848702280;90.24;
534;朱骁行;18850642788;84.68;
535;邹慧超;18832271615;61.31;
536;党欢;18811645086;24.35;
537;冯乾;18824542674;65.64;
538;高岑;18822471336;93.72;
539;胡嫣;18813686247;69.08;
540;李嫣然;18846460400;60.16;
541;李育蓓;18871767104;1.71;
542;梁泽宇;18821282314;83.16;
543;孙明睿;18827170877;56.28;
544;余澄澄;18881008422;92.27;
545;张博文;18852137166;34.78;
546;张紫毫;18808124607;96.61;
547;周莎莎;18808671347;72.73;
548;陈佩华;18860206153;39.60;
549;单亦;18878485076;97.03;
550;方圆平;18861445123;14.86;
551;管竹淼;18868182651;22.88;
552;梁涵;18810138647;82.32;
553;梁潇月;18824812202;100.36;
554;潘垣铮;18875548663;67.57;
555;汤殷情;18803567811;70.32;
556;徐文婷;18880377205;93.57;
557;尹摇芳;18838313540;47.05;
558;郭筠培;18854167445;95.75;
559;孔懿翎;18831245417;30.00;
560;刘钰;18840411538;16.86;
561;潘婷;18852820635;4.48;
562;孙玮琪;18838067380;45.65;
563;王梦珊;18872527775;56.87;
564;王倩茹;18832028376;1.26;
565;王文丹;18804613381;50.61;
566;夏碧草;18836425538;8.02;
567;尤嘉青;18808556747;56.45;
568;张佳杨;18837518132;19.16;
569;张炎;18825841501;24.38;
570;朱祎;18825011800;92.54;
571;白敬文;18817371183;2.50;
572;陈强;18820720606;68.37;
573;高彩云;18808764207;6.87;
574;高天舒;18862134766;17.28;
575;洪晨娜;18846551304;82.63;
576;黄心茹;18803422501;11.67;
577;黄宇嘉;18866447281;16.48;
578;李云翔;18802254457;14.56;
579;李智;18881278464;48.10;
580;林彩娟;18873515052;73.13;
581;马海天;18817712153;97.03;
582;马建凯;18855486370;4.45;
583;潘垚;18826552577;100.75;
584;彭思婕;18862375605;25.34;
585;秦蓓;18822582610;4.14;
586;冉笙祺;18883808214;97.40;
587;任春露;18825581380;15.10;
588;田家尧;18851767278;88.86;
589;王何叶;18841650753;67.74;
590;王婧娴;18885858838;57.57;
591;王玥;18857048180;59.07;
592;吴溢文;18806084480;67.76;
593;吴月;18853638072;2.45;
594;吴致均;18813252072;48.08;
595;徐浩峰;18840168273;38.54;
596;薛聪;18830100010;29.62;
597;严宁;18881776140;17.50;
598;杨倩菲;18840182324;40.00;
599;姚润禹;18810273458;94.45;
600;叶京健;18837450308;25.46;
601;郁花;18824351452;22.64;
602;张洪玮;18868742363;49.36;
603;张丽娜;18880250084;39.60;
604;张雅婷;18871340607;19.21;
605;周宇;18856363636;61.83;
606;周姿妤;18810284433;34.55;
607;朱小璠;18863634325;16.85;
608;陈家忻;18881174361;100.53;
609;程明明;18862132505;95.04;
610;邓欢;18823077186;53.35;
611;金铁铮;18820887284;62.68;
612;敬璇琳;18873448548;96.18;
613;柯紫玲;18887445341;15.07;
614;兰玉龙;18855255814;33.41;
615;黎萌;18804284853;62.37;
616;刘铭;18858078077;19.76;
617;刘莎莎;18856146340;24.40;
618;漆浩;18865207485;83.52;
619;饶彬文;18853366063;41.54;
620;粟玉;18845873817;93.26;
621;田芳宁;18824256178;5.23;
622;田宇鹏;18863544206;18.15;
623;王晨璐;18828416882;32.31;
624;王晓曼;18864868717;47.27;
625;文斯怡;18812706216;27.02;
626;许宜青;18810778012;27.76;
627;翟艳军;18838523042;84.01;
628;张迪;18842804243;57.83;
629;赵沁雨;18868476252;18.34;
630;赵玮煜;18874822472;68.45;
631;钟雨吟;18885258383;49.76;
632;朱鑫;18850287105;21.06;
633;柏倩然;18813610601;56.83;
634;毕重阳;18871718786;20.41;
635;程思萌;18822878518;98.14;
636;邓悦君;18848115764;6.11;
637;方文清;18803716673;34.32;
638;冯向源;18810668383;57.28;
639;甘忠琪;18821344780;45.44;
640;衡雪;18837322362;45.32;
641;胡梦丹;18870614655;93.56;
642;南妮;18836743460;65.53;
643;潘小娟;18816321665;69.07;
644;唐易超;18872805333;25.07;
645;万琴峰;18882412507;20.65;
646;汪威;18847322433;54.23;
647;汪亦娟;18877850607;39.16;
648;王安祺;18811063261;57.63;
649;王伯强;18886214348;49.68;
650;王思园;18807171342;41.88;
651;王雨佳;18887606072;77.17;
652;王钰雯;18816211326;58.25;
653;谢姗姗;18807732653;55.41;
654;杨欢;18827245477;39.62;
655;杨逸云;18864313330;57.07;
656;张亦弛;18806437008;29.05;
657;周洁;18811120173;35.18;
658;戴瑾莹;18816081548;84.08;
659;丁敏潇;18885045834;29.68;
660;侯婧怡;18818836764;40.15;
661;林启帆;18867084634;36.72;
662;马洪升;18805525518;81.32;
663;戚洪波;18851434813;31.52;
664;秦艺丹;18803081665;66.43;
665;王文娇;18847646027;76.88;
666;徐银婷;18860538422;56.16;
667;詹子懿;18843653083;21.80;
668;欧阳洛奇;18837126150;85.42;
669;熊婧;18825138026;78.07;
670;朱丹炜;18803783871;46.11;
671;郭怡馨;18804004058;56.13;
672;唐军;18817058451;25.88;
673;姚丽;18878357571;77.46;
674;陈楠;18843371670;25.66;
675;陈志宏;18851348624;66.62;
676;迟雨晴;18841612452;23.28;
677;高雅飞;18847731737;100.82;
678;韩舒畅;18836716876;47.61;
679;何小月;18814630761;5.47;
680;江翩翩;18866058437;56.48;
681;雷锦怡;18834837400;68.88;
682;李爽;18834741000;26.65;
683;梁燕盈;18864583035;45.67;
684;路璐;18847141352;35.07;
685;马悠;18822880562;76.11;
686;梅鹏飞;18886268285;36.32;
687;眭诗雨;18848847517;19.71;
688;孙严;18815158038;58.77;
689;孙张;18877730331;92.14;
690;王画眉;18834575230;79.18;
691;王津;18843358260;82.73;
692;王茜;18838560518;59.83;
693;王喆;18835221385;72.60;
694;王祯祯;18801307464;97.78;
695;吴林;18803730641;35.12;
696;吴昭宏;18844345378;68.86;
697;辛一;18873872602;6.33;
698;宣敏;18815335634;78.86;
699;亚立峰;18811641214;42.86;
700;杨沁雯;18871740403;36.87;
701;余凯莉;18881044342;20.87;
702;张雪;18818126616;17.08;
703;郑昌浩;18851478131;20.28;
704;郑垒;18823100555;55.16;
705;单轸;18824112878;16.70;
706;何盼盼;18825783503;83.82;
707;何志鹏;18826465465;92.60;
708;卢文辉;18811886234;39.04;
709;汤子钰;18881416154;89.26;
710;吴梦瑶;18831716820;14.80;
711;吴萍萍;18853221845;98.73;
712;谢文文;18811574762;87.01;
713;张文竹;18883354786;57.53;
714;包凡仁;18835207834;73.85;
715;丁雯;18870178315;92.74;
716;耿树青;18813705487;2.56;
717;韩磊;18857523101;44.54;
718;李凌英;18813445030;58.21;
719;李心蕾;18860701520;25.24;
720;凌洪飞;18860787732;66.28;
721;刘小敏;18842178452;91.54;
722;吕冬晴;18876551852;46.53;
723;孟涛;18868444640;96.64;
724;阮选敏;18865656428;25.51;
725;唐菁荟;18814533830;26.25;
726;王梦颖;18824405214;30.47;
727;王若宸;18847564841;26.26;
728;王伟;18887040048;73.84;
729;吴琼;18826204645;98.55;
730;张靖雯;18880462614;74.15;
731;张培;18823418675;85.10;
732;张艺炜;18842102843;43.33;
733;郑姝雅;18816211840;80.11;
734;陈智慧;18811478678;81.16;
735;董芳菲;18888002301;97.81;
736;顾佳燕;18805604410;68.15;
737;李慧;18887568065;62.51;
738;刘长晨;18860130254;44.13;
739;马雪雯;18817442101;58.75;
740;谢琦琦;18814344782;77.30;
741;徐滢璐;18815574501;5.82;
742;张帆;18865112230;98.87;
743;张莉;18868187585;58.82;
744;程锦;18808206177;27.84;
745;韩玉浩;18882678560;85.82;
746;吉鹏云;18824732821;57.06;
747;陶敏;18834074242;46.00;
748;张燎原;18812233503;3.68;
749;曹强;18824306038;29.21;
750;曾梦玲;18831320487;94.16;
751;陈可沁;18863242805;77.40;
752;成心月;18826250272;7.15;
753;董祥祥;18828767350;93.83;
754;费欣意;18842871547;41.88;
755;甘子华;18846708538;49.17;
756;葛雪玲;18866362861;4.56;
757;顾璇;18852386137;6.20;
758;侯甜甜;18802706168;68.76;
759;黄璜;18821660063;35.53;
760;江博文;18847003524;83.00;
761;江熹;18832810781;2.12;
762;李宽;18847443754;28.54;
763;刘佳雨;18821151716;80.25;
764;刘逸云;18835057836;3.44;
765;陆天驰;18858234731;4.00;
766;罗瑞;18884713438;9.40;
767;毛春蕾;18884355411;80.41;
768;钱敏;18866828355;6.82;
769;孙晨进;18831207217;52.62;
770;孙鑫;18804720401;82.15;
771;唐慧慧;18882111780;90.16;
772;王坚;18806033633;79.76;
773;王杰;18823755560;30.72;
774;王婧;18817732258;35.34;
775;徐飞飞;18866258532;91.88;
776;徐娟;18804785415;40.08;
777;徐潇洁;18858081625;57.65;
778;薛蔚;18881776438;82.38;
779;张海潮;18802325158;2.28;
780;张桦;18877232527;20.05;
781;张梦莹;18831300364;99.10;
782;张雪莹;18878078741;97.03;
783;赵一方;18818640243;69.12;
784;周昊天;18815648445;17.45;
785;朱梦茜;18875841658;97.55;
786;朱梦然;18824447238;10.74;
787;朱宁;18811186728;62.47;
788;朱哲慧;18818808480;69.65;
789;陈奇;18802183288;63.01;
790;段思宇;18846480846;87.12;
791;郝书扬;18875544245;93.14;
792;江俊良;18880381788;2.12;
793;孔令东;18805648787;65.85;
